,url,check
10728,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-deduction-from-earnings-orders/,
10730,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-deductions-from-your-bank-account/,
10732,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-deductions-from-your-benefits/,
10734,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-liability-orders-s/,
10735,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-liability-orders/,
10737,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-enforcement-sanctions-ordered-by-the-court/,
10739,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-2012-scheme/child-maintenance-enforcement/child-maintenance-arrears-recovering-arrears-from-the-estate-of-someone-who-has-died/,
10741,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-pre-2012-schemes/,
10743,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-pre-2012-schemes/child-maintenance-what-happens-if-you-re-already-on-the-1993-or-2003-child-support-schemes/,
10744,https://www.citizensadvice.org.uk/family/children-and-young-people/child-maintenance/child-maintenance-pre-2012-schemes/child-maintenance-enforcement/,
10745,https://www.citizensadvice.org.uk/family/children-and-young-people/children-who-need-local-authority-services-s/,
10746,https://www.citizensadvice.org.uk/family/children-and-young-people/children-who-are-looked-after-by-the-local-authority-s/,
10747,https://www.citizensadvice.org.uk/family/children-and-young-people/children-s-commissioner-for-wales-w/,
10748,https://www.citizensadvice.org.uk/family/children-and-young-people/fostering-s/,
10749,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/,
10750,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/what-is-child-abuse/,
10751,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/what-is-child-abuse/what-is-child-abuse/,
10752,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/what-is-child-abuse/organisations-responsible-for-dealing-with-child-abuse/,
10753,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/what-is-child-abuse/local-safeguarding-children-boards/,
10754,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/,
10755,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/child-abuse-and-confidentiality/,
10756,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/help-if-you-re-a-child-who-is-being-abused/,
10757,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/you-re-concerned-that-a-child-is-being-abused/,
10758,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/help-if-you-were-abused-as-a-child/,
10759,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/child-abuse-in-local-authority-care/,
10760,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/help-if-you-re-accused-of-abusing-a-child/,
10761,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/organisations-that-can-help/,
10762,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/organisations-that-can-help/child-abuse-organisations-that-can-help-introduction/,
10763,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/organisations-that-can-help/child-abuse-general-organisations/,
10764,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/organisations-that-can-help/child-abuse-organisations-for-children/,
10765,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/getting-help/organisations-that-can-help/child-abuse-organisations-for-parents/,
10766,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/police-involvement/,
10767,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/police-involvement/child-abuse-police-involvement/,
10768,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/police-involvement/child-abuse-how-the-police-investigate-allegations/,
10769,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/police-involvement/child-abuse-children-as-witnesses-in-criminal-proceedings/,
10770,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/police-involvement/child-abuse-can-the-police-disclose-records-about-abusers/,
10771,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/,
10772,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/local-authority-involvement-in-child-abuse-cases-where-to-start/,
10773,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/local-authority-investigations-of-child-abuse/,
10774,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-abuse-children-who-need-local-authority-support/,
10775,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-protection-conferences/,
10776,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-protection-conferences/child-abuse-what-is-a-child-protection-conference/,
10777,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-protection-conferences/child-abuse-who-attends-a-child-protection-conference/,
10778,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-protection-conferences/child-abuse-what-can-happen-after-a-child-protection-conference/,
10779,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-abuse-child-protection-plans/,
10780,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/child-abuse-how-to-deal-with-local-authority-involvement/,
10781,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/,
10782,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/child-abuse-complaints-about-local-authorities-getting-started/,
10783,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/child-abuse-the-local-authority-complaints-procedure/,
10784,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/child-abuse-taking-your-complaint-about-the-local-authority-further/,
10785,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/complaints-about-social-services-in-wales-children-services-w/,
10786,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/local-authority-involvement/complaints/tips-for-writing-letters-of-complaint-to-the-local-authority/,
10787,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/,
10788,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/court-orders-to-protect-children-from-abuse-where-to-start/,
10789,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/child-abuse-child-assessment-orders/,
10790,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/child-abuse-emergency-protection-orders/,
10791,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/child-abuse-supervision-orders/,
10792,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/court-orders-to-protect-children/care-orders-in-child-abuse-cases/,
10793,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/records-about-child-abuse/,
10794,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/rehousing-because-of-child-abuse/,
10795,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse/financial-compensation-for-child-abuse/,
10796,https://www.citizensadvice.org.uk/family/children-and-young-people/adopting-a-child-s/,
10797,https://www.citizensadvice.org.uk/family/children-and-young-people/young-people-and-family/,
10799,https://www.citizensadvice.org.uk/family/children-and-young-people/tracing-your-birth-parents-s/,
10800,https://www.citizensadvice.org.uk/family/children-and-young-people/parent-s-guide-to-money/,
10802,https://www.citizensadvice.org.uk/family/children-and-young-people/kinship-care-s/,
10803,https://www.citizensadvice.org.uk/family/children-and-young-people/young-people-and-family-s/,
10804,https://www.citizensadvice.org.uk/family/children-and-young-people/grandparents-advice-and-support/,
10806,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse-s/,
10807,https://www.citizensadvice.org.uk/family/children-and-young-people/child-abuse-useful-organisations-s/,
10808,https://www.citizensadvice.org.uk/family/children-and-young-people/expecting-a-baby/,
10809,https://www.citizensadvice.org.uk/family/other-resources-in-relationships/,
10810,https://www.citizensadvice.org.uk/family/other-resources-in-relationships/what-to-bring-to-a-bureau-s-shortcut/,
10811,https://www.citizensadvice.org.uk/family/looking-after-people/,
10813,https://www.citizensadvice.org.uk/family/looking-after-people/social-care-and-support/,
10815,https://www.citizensadvice.org.uk/family/looking-after-people/social-care-and-support-ni/,
10816,https://www.citizensadvice.org.uk/family/looking-after-people/carers-help-and-support/,
10817,https://www.citizensadvice.org.uk/family/looking-after-people/local-authority-services-for-children-in-need/,
10819,https://www.citizensadvice.org.uk/family/looking-after-people/managing-affairs-for-someone-else-ni/,
10820,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/,
10821,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/social-services-complaints-before-you-start-w/,
10822,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/social-services-complaints-who-can-use-the-complaints-procedure-w/,
10823,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/social-services-complaints-when-can-you-use-the-complaints-procedure-w/,
10824,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/social-services-complaints-using-the-complaints-procedure-w/,
10825,https://www.citizensadvice.org.uk/family/looking-after-people/social-services-complaints-w/social-services-complaints-other-action-you-could-take-w/,
10826,https://www.citizensadvice.org.uk/family/looking-after-people/children-and-local-authority-care/,
10828,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/,
10829,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/direct-payments-what-are-they-w/,
10830,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/direct-payments-who-can-have-them-w/,
10831,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/agreeing-to-direct-payments-w/,
10832,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/how-much-should-you-get-direct-payments-for-care-w/,
10833,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/monitoring-and-reviews-of-direct-payments-w/,
10834,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/problems-with-direct-payments-w/,
10835,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/support-for-people-using-direct-payments-w/,
10836,https://www.citizensadvice.org.uk/family/looking-after-people/direct-payments-w/using-direct-payments-for-care-w/,
10837,https://www.citizensadvice.org.uk/family/looking-after-people/complaining-about-social-care-services/,
10838,https://www.citizensadvice.org.uk/family/looking-after-people/managing-affairs-for-someone-else/,
10840,https://www.citizensadvice.org.uk/family/looking-after-people/carers-help-and-support-ni/,
10841,https://www.citizensadvice.org.uk/family/birth-certificates/,
10842,https://www.citizensadvice.org.uk/family/birth-certificates/birth-certificates/,
10844,https://www.citizensadvice.org.uk/family/birth-certificates/changing-your-name/,
10846,https://www.citizensadvice.org.uk/family/birth-certificates/changing-your-name/Statutory-declaration-of-change-of-name-for-adults/,
10847,https://www.citizensadvice.org.uk/family/birth-certificates/changing-your-name-ni/,
10848,https://www.citizensadvice.org.uk/family/relationships-fact-sheets-s/,
10849,https://www.citizensadvice.org.uk/family/other-resources-and-tools-in-relationships/,
10850,https://www.citizensadvice.org.ukhttps://www.moneyadviceservice.org.uk/family/other-resources-and-tools-in-relationships/financial-health-check-from-the-money-advice-service/,
10851,https://www.citizensadvice.org.uk/family/other-resources-and-tools-in-relationships/sample-letters-and-other-tools-to-complain-about-adult-social-care-services/,
10852,https://www.citizensadvice.org.uk/family/other-resources-and-tools-in-relationships/what-to-bring-to-a-bureau-shortcut/,
10853,https://www.citizensadvice.org.uk/family/other-resources-and-tools-in-relationships/what-to-bring-to-a-bureau-ni/,
10854,https://www.citizensadvice.org.uk/family/search-the-family-section/,
10855,https://www.citizensadvice.org.uk/family/education/,
10856,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/,
10857,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/early-learning-and-childcare-s/,
10858,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/types-of-school-s/,
10859,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/education-choices-from-5-to-16-s/,
10860,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/problems-at-school-s/,
10861,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/help-with-school-costs-s/,
10862,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/the-new-national-qualifications-s/,
10863,https://www.citizensadvice.org.uk/family/education/school-and-pre-school-education-s/scottish-qualifications-authority-guide-to-results-services-s/,
10864,https://www.citizensadvice.org.uk/family/education/school-education/,
10865,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/,
10866,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/applying-for-a-school-place-w/,
10867,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/reasons-you-may-be-refused-a-school-place-w/,
10868,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/refused-a-school-place-what-to-do-w/,
10869,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/school-admissions-the-appeal-hearing-w/,
10870,https://www.citizensadvice.org.uk/family/education/school-education/school-admissions-w/school-admissions-and-appeals-making-a-complaint-w/,
10871,https://www.citizensadvice.org.uk/family/education/school-education/sorting-out-school-problems/,
10872,https://www.citizensadvice.org.uk/family/education/school-education/help-with-school-costs/,
10873,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/,
10874,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/choosing-a-school-for-your-child-w/,
10875,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/nursery-and-pre-school-provision-w/,
10876,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/educating-your-child-alternatives-to-school-w/,
10877,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/schooling-for-children-who-are-ill-or-pregnant-w/,
10878,https://www.citizensadvice.org.uk/family/education/school-education/school-options-w/school-places-children-coming-from-abroad-w/,
10879,https://www.citizensadvice.org.uk/family/education/school-education/compulsory-school-age-w/,
10880,https://www.citizensadvice.org.uk/family/education/school-education/special-educational-needs-w/,
10881,https://www.citizensadvice.org.uk/family/education/further-and-higher-education-s/,
10882,https://www.citizensadvice.org.uk/family/education/further-and-higher-education-s/student-awards-agency-guide-to-support-for-students-in-higher-education-s/,
10883,https://www.citizensadvice.org.uk/family/education/further-and-higher-education-s/scottish-government-guide-to-helping-you-meet-the-costs-of-learning-and-training-s/,
10884,https://www.citizensadvice.org.uk/family/education/further-and-higher-education-s/the-discretionary-fund-s/,
10885,https://www.citizensadvice.org.uk/family/education/further-and-higher-education-s/website-about-further-and-higher-education-courses-available-in-scotland-s/,
10886,https://www.citizensadvice.org.uk/family/education/support-for-learning/,
10888,https://www.citizensadvice.org.uk/family/education/support-for-learning/guide-for-parents-on-additional-support-for-learning-published-by-enquire-s/,
10889,https://www.citizensadvice.org.uk/family/education/support-for-learning/special-educational-needs-w/,
10891,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/,
10892,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/overview-of-discrimination-in-education/,
10894,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/disability-discrimination-in-schools/,
10895,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/taking-action-about-discrimination-in-education/,
10896,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/disability-discrimination-in-schools-s/,
10897,https://www.citizensadvice.org.uk/family/education/discrimination-in-education/taking-action-about-discrimination-in-education-s/,
10898,https://www.citizensadvice.org.uk/law-and-courts/,
10903,https://www.citizensadvice.org.uk/law-and-courts/legal-system/,
10905,https://www.citizensadvice.org.uk/law-and-courts/legal-system/finding-free-or-affordable-legal-help/,
10906,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/,
10907,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/do-you-need-legal-advice/,
10908,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/taking-a-case-to-court-without-legal-advice-ni/,
10909,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/help-with-legal-costs-ni/,
10910,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/using-a-legal-adviser/,
10912,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/help-with-legal-costs-legal-aid/,
10914,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/using-a-legal-adviser-ni/,
10915,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/going-to-court-without-a-solicitor-or-barrister/,
10917,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/help-with-legal-costs-free-or-affordable-help/,
10918,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/the-co-operative-legal-services-family-department/,
10919,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/the-co-operative-family-legal-services-department-fees/,
10920,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/courts-of-law/,
10922,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/complaints-about-legal-advisers/,
10923,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/taking-a-case-to-court-without-legal-advice/,
10924,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/alternatives-to-court/,
10926,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/,
10927,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/deciding-whether-to-make-a-small-claim/,
10928,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/small-claims-in-northern-ireland-ni/,
10929,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/making-a-small-claim/,
10930,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/going-to-a-small-claims-hearing/,
10931,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/the-rules-about-making-a-court-claim/,
10933,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/taking-legal-action-against-traders/,
10934,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/taking-legal-action-against-traders/taking-a-trader-to-court-s/,
10935,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/taking-legal-action-against-traders/taking-someone-to-court/,
10936,https://www.citizensadvice.org.uk/law-and-courts/legal-system/taking-legal-action/small-claims/Problems-with-goods---letter-before-court-action/,
10937,https://www.citizensadvice.org.uk/law-and-courts/legal-system/personal-injury/,
10938,https://www.citizensadvice.org.uk/law-and-courts/legal-system/rape-and-sexual-assault/,
10939,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/,
10941,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/you-might-have-to-go-to-court-as-a-witness/,
10943,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/you-might-have-to-go-to-court-as-a-witness/you-might-have-to-go-to-court-as-a-witness/,
10945,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/you-might-have-to-go-to-court-as-a-witness/youve-given-a-witness-statement-to-the-police/,
10947,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/you-might-have-to-go-to-court-as-a-witness/if-you-get-a-witness-summons/,
10949,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/preparing-to-go-to-court-as-a-witness/,
10951,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/preparing-to-go-to-court-as-a-witness/preparing-to-go-to-court-as-a-witness/,
10953,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/preparing-to-go-to-court-as-a-witness/what-will-happen-on-the-day-of-the-trial-as-a-witness/,
10955,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/what-happens-after-the-trial-if-youre-a-witness/,
10957,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/what-happens-after-the-trial-if-youre-a-witness/what-happens-after-the-trial-if-youre-a-witness/,
10959,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/get-help-and-support-being-a-witness/,
10961,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/get-help-and-support-being-a-witness/witness-referral/,
10962,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/get-help-and-support-being-a-witness/going-to-court-as-a-witness-if-youre-under-18/,
10964,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/get-help-and-support-being-a-witness/check-if-you-can-get-extra-help-giving-evidence/,
10966,https://www.citizensadvice.org.uk/law-and-courts/legal-system/going-to-court-as-a-witness1/get-help-and-support-being-a-witness/what-to-do-if-youre-being-intimidated/,
10968,https://www.citizensadvice.org.uk/law-and-courts/legal-system/licences-and-other-types-of-official-permission/,
10970,https://www.citizensadvice.org.uk/law-and-courts/legal-system/being-sued-because-of-shoplifting-or-stealing/,
10971,https://www.citizensadvice.org.uk/law-and-courts/legal-system/licences-and-other-types-of-official-permission-ni/,
10972,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/,
10974,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/can-i-get-money-i-am-owed-by-going-to-court/,
10976,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/can-i-get-a-solicitor-if-i-don-t-have-much-money/,
10978,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/can-i-get-advice-if-my-partner-is-sent-to-prison/,
10980,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/do-i-have-to-do-jury-service-if-i-m-on-holiday/,
10982,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/i-m-busy-at-work-do-i-have-to-do-jury-service/,
10984,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/can-i-do-jury-service-if-i-have-a-driving-offence/,
10986,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/can-i-claim-money-i-am-owed-by-taking-a-case-to-court-ni/,
10987,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/i-need-a-solicitor-but-i-don-t-have-much-money-what-can-i-do-ni/,
10988,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/my-partner-has-been-sent-to-prison-where-can-i-get-advice-and-information-for-myself-and-for-her-ni/,
10989,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/i-ve-been-summoned-for-jury-service-but-have-already-booked-to-go-on-holiday-at-that-time-what-can-i-do-ni/,
10990,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/i-m-very-busy-at-work-do-i-have-to-do-jury-service-ni/,
10991,https://www.citizensadvice.org.uk/law-and-courts/legal-system/frequently-asked-questions-about-legal-matters/i-ve-been-summoned-for-jury-service-i-ve-been-convicted-of-a-driving-offence-in-the-past-will-it-affect-my-serving-on-the-jury-ni/,
10992,https://www.citizensadvice.org.uk/law-and-courts/legal-system/police/,
10993,https://www.citizensadvice.org.uk/law-and-courts/legal-system/police/police-powers/,
10995,https://www.citizensadvice.org.uk/law-and-courts/legal-system/police/ask-the-police/,
10997,https://www.citizensadvice.org.uk/law-and-courts/legal-system/a-business-takes-legal-action-against-you-to-recover-losses-for-theft/,
10999,https://www.citizensadvice.org.uk/law-and-courts/legal-system/from-the-blogslaw-and-rights/,
11000,https://www.citizensadvice.org.uk/law-and-courts/legal-system/young-people-and-the-law/,
11002,https://www.citizensadvice.org.uk/law-and-courts/personal-injuries/,
11004,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/,
11005,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/,
11006,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/jury-service-s/,
11007,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/,
11008,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/,
11009,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/what-is-simple-procedure/,
11010,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/how-to-use-simple-procedure/,
11011,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/costs-of-civil-court-action-using-simple-procedure/,
11012,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/help-with-the-simple-procedure-claim-form/,
11013,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/what-to-do-if-someone-owes-you-money-or-compensation-for-faulty-goods-or-services-s/,
11014,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/what-happens-if-youre-taken-to-court-for-money-you-owe/,
11015,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/taking-someone-to-court-using-simple-procedure-s/simple-procedure/powers-of-the-sheriff-in-civil-legal-action-below-the-value-of-5000/,
11016,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/help-with-legal-costs-s/,
11017,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/do-you-need-help-with-a-legal-case-s/,
11018,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/using-a-solicitor-s/,
11019,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/using-a-lay-representative-in-civil-legal-action-s/,
11020,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/young-people-and-the-law-s/,
11021,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/courts-of-law-s/,
11022,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/scottish-tribunals-s/,
11023,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/complaints-about-court-staff/,
11024,https://www.citizensadvice.org.uk/law-and-courts/legal-system-s/taking-legal-action-s/what-is-a-small-claim-s/,
